,LoanNumber,DateApproved,BorrowerName,BorrowerAddress,BorrowerZip,LoanStatusDate,LoanStatus,Term,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,RuralUrbanIndicator,BusinessAgeDescription,CD,JobsReported,Race,Ethnicity,BusinessType,Gender,Veteran,ForgivenessAmount,ForgivenessDate
822054,5150507403,05/11/2020,DEMASON WALLER,6465 EVANS AVE E,80222,,Exemption 4,4,4620.0,4620.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,,
822150,3104547110,04/11/2020,FREEMAR INC,7900 E UNION AVE STE 1100,80237-2705,06/12/2021,Paid in Full,24,4600.0,4600.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,4649.45,05/13/2021
822156,3761437406,05/08/2020,MILE HIGH ULTIMATE LLC,3119 N HIGH ST,80205-4059,04/14/2021,Paid in Full,24,4600.0,4600.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4637.93,03/10/2021
822193,6494967007,04/07/2020,ELEVATION CLEANING LLC,3212 Fulton St,80238-3338,05/26/2021,Paid in Full,24,4600.0,4600.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4646.64,04/14/2021
822198,6930847101,04/14/2020,CLIFFORD GROUP LLC,5020 W 45TH AVE,80212-2508,07/09/2021,Paid in Full,24,26400.0,4600.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,4651.62,06/02/2021
822219,9830187002,04/09/2020,TRADECRAFT MANAGEMENT LLC,6145 BROADWAY,80216-1030,09/28/2021,Paid in Full,24,4600.0,4600.0,0.0,U,Existing or more than 2 years old,CO-07,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4663.64,08/30/2021
822304,3180727107,04/11/2020,"SEEDS OF CHANGE THERAPY, LLC",1360 S. Wadsworth Blvd.,80232-5411,04/20/2021,Paid in Full,24,4583.0,4583.0,0.0,U,Unanswered,CO-07,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4623.43,03/10/2021
822311,7838427302,04/30/2020,BIELINSKI DENTAL PLLC,1776 RACE STREET APT 310,80206,05/08/2021,Paid in Full,24,4583.0,4583.0,0.0,U,New Business or 2 years or less,CO-01,2.0,White,Not Hispanic or Latino,Corporation,Unanswered,Non-Veteran,4624.44,04/02/2021
822338,8285307708,05/01/2020,"COEN FILM COMPANY, LLC",1490 DELGANY ST,80202,01/22/2021,Paid in Full,24,4582.0,4582.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4607.33,11/30/2020
822395,4358898002,06/25/2020,HOME SIDING LLC,5959 DUNKIRK ST APT.4205,80249-7700,05/12/2021,Paid in Full,60,4569.0,4569.0,0.0,U,Existing or more than 2 years old,CO-01,3.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4603.92,04/02/2021
822403,9633477410,05/20/2020,LYNDA BACON,2615 LAFAYETTE ST,80205-4446,09/30/2021,Paid in Full,24,4566.0,4566.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Non-Veteran,4621.56,08/12/2021
822408,7420867700,05/01/2020,HOAM CONTRACTORS LLC,361 KEARNEY ST S,80224,01/22/2021,Paid in Full,24,4565.0,4565.0,0.0,U,New Business or 2 years or less,CO-01,1.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,4595.18,12/30/2020
822409,8083527706,05/01/2020,DAVID BACON,2615 N LAFAYETTE ST,80205-4446,,Exemption 4,24,4565.0,4565.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,,
822419,2323978308,01/20/2021,GRAYTON SANDERS,1615,80203,09/25/2021,Paid in Full,60,4562.5,4562.5,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Male Owned,Unanswered,4586.83,08/06/2021
822435,9945147208,04/28/2020,CYNTHIA DARUGNA,3955 E Exposition Ave Suite 500-A,80209-5033,03/12/2021,Paid in Full,24,4560.0,4560.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,4597.35,03/02/2021
822459,8052287409,05/18/2020,MADELINE LUNDIN,3003 east third ave B100-C,80206,03/12/2021,Paid in Full,24,4551.19,4551.19,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Self-Employed Individuals,Unanswered,Unanswered,4586.35,02/25/2021
822479,1461837407,05/04/2020,LEE NAIL SALON,2095 UTICA ST S,80219,01/15/2022,Paid in Full,24,4547.0,4547.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,4620.13,12/07/2021
822482,2979767703,05/01/2020,HEATHER LANE PHYSICAL THERAPY AND,425 S CHERRY ST STE 380,80246,10/20/2021,Paid in Full,24,4547.0,4547.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4608.27,09/09/2021
822536,3951397702,05/01/2020,MEGAN JOHNSON INC,2858 JASMINE ST,80207,05/08/2021,Paid in Full,24,4534.0,4534.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,4574.87,04/01/2021
822548,8037078305,01/29/2021,LUMINOUS MEDICAL AESTHETICS,4340,80246,09/28/2021,Paid in Full,60,4532.5,4532.5,0.0,U,Existing or more than 2 years old,CO-01,1.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,4554.16,08/24/2021
822561,8237947206,04/28/2020,"VLW MARKETING GROUP, LLC",4610 S. Ulster Street,80237,09/11/2020,Paid in Full,24,4530.0,4530.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,,
822596,7274897710,05/01/2020,MILL PARTNERS,901 SHERMAN ST N,80203,01/22/2021,Paid in Full,24,4520.0,4520.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,4545.11,11/23/2020
822601,9723098000,07/08/2020,"H. HERSHEY SOLLOD, MD",STE 221 4770 E ILIFF AVE,80222,04/10/2021,Paid in Full,60,4520.0,4520.0,0.0,U,Unanswered,CO-01,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,4550.09,03/17/2021
822610,2113058000,06/23/2020,LUVTANA LLC,8340 E Northfield Blvd Unit 1680,80238-3129,08/19/2021,Paid in Full,60,4517.0,4517.0,0.0,U,Unanswered,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4562.74,07/02/2021
822620,1008897405,05/03/2020,ALEJANDRO D ESTRADA,2851 S REED ST,80227-3545,04/16/2021,Paid in Full,24,4515.0,4515.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,White,Hispanic or Latino,Sole Proprietorship,Male Owned,Non-Veteran,4552.36,03/03/2021
822631,7417917810,06/03/2020,BIOCOTECH AMERICAS LLC,383 CARONA ST STE 524,80218,05/13/2021,Paid in Full,24,4514.0,4514.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4551.47,04/08/2021
822657,8915707705,05/01/2020,ELEVATED CONSTRUCTION LTD,4712 W 10TH AVE,80204-2808,10/16/2021,Paid in Full,24,4510.0,4510.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,4569.68,09/02/2021
822660,6296467401,05/14/2020,DR PETER C SO CHIROPRACTOR,2165 S. SHERIDAN BLVD.,80227,05/12/2021,Paid in Full,24,4508.0,4508.0,0.0,U,Existing or more than 2 years old,CO-07,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Male Owned,Non-Veteran,4547.52,04/01/2021
822670,1200117405,05/04/2020,PS VENTURES LLC,3208 N COOK ST,80205,10/21/2021,Paid in Full,24,4505.0,4505.0,0.0,U,Existing or more than 2 years old,CO-01,3.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4565.6,09/15/2021
822693,1348707804,05/21/2020,"ASCEND COUNSEL, LLC",3000 LAWRENCE STREET,80205-3422,09/25/2021,Paid in Full,24,4500.0,4500.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4555.38,08/13/2021
822698,1523457810,05/21/2020,KAREN TREVITHICK PSYD,DENVER INTEGRATED THERAPIES 720 S COLORADO BLVD STE 610S,80246-1942,04/16/2021,Paid in Full,24,4500.0,4500.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4535.88,03/10/2021
822713,2316467401,05/05/2020,DENVER AUDIOLOGY LLC,90 MADISON ST STE 107,80206,06/12/2021,Paid in Full,24,4500.0,4500.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4546.5,05/24/2021
822728,2858657110,04/11/2020,"KATARI, LLC",2060 S Sherman St,80210-4016,08/19/2021,Paid in Full,24,4500.0,4500.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,4557.33,08/06/2021
822760,5287788000,06/27/2020,NADORI INFORMATION SERVICES INC,1700 BASSETT ST UNIT 1505,80202,05/21/2021,Paid in Full,60,4500.0,4500.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,4536.14,04/22/2021
822791,6844298004,06/30/2020,GOLD AND TIME,303 16TH ST,80202-5022,,Exemption 4,60,4500.0,4500.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,,
822802,7643737105,04/14/2020,E. MICHAEL CANGES,"1700 Lincoln Street, Ste. 4300",80220-4543,02/11/2021,Paid in Full,24,4500.0,4500.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,White,Not Hispanic or Latino,Sole Proprietorship,Male Owned,Veteran,4533.38,01/08/2021
822821,8627008110,07/26/2020,SILVIA & ML INC,1401 W EVANS AVE,80223,07/21/2021,Paid in Full,60,4500.0,4500.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,4540.43,06/24/2021
822827,8848367001,04/09/2020,WILLIAM H RIESING JR,5812 E. 20th Ave,80220,06/12/2021,Paid in Full,24,12400.0,4500.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,4550.0,05/26/2021
822830,9016317108,04/15/2020,BRUCE ABELS,5440 CONLEY WAY,80222-6250,03/12/2021,Paid in Full,24,4500.0,4500.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,4535.75,02/09/2021
822831,9020217007,04/09/2020,"STICKYPOW PURSUITS, LLC","200 Quebec St., Bldg 600-208",80230,08/20/2021,Paid in Full,24,4540.0,4500.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,4554.37,07/06/2021
822845,9982367203,04/28/2020,THE LOVETT RESTAURANT,3618 TEJON ST,80211-2924,08/13/2021,Paid in Full,24,4500.0,4500.0,0.0,U,Existing or more than 2 years old,CO-01,9.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4554.25,07/22/2021
822850,4132338006,06/25/2020,CARISSA BROWN CCHT,1805 S BELLAIRE ST Suite 530,80222-4303,06/23/2021,Paid in Full,60,4497.5,4497.5,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4537.85,05/20/2021
822867,8032887709,05/01/2020,"FABIAN PRODUCTIONS, LLC",1227 LOCUST ST,80220-2828,09/25/2021,Paid in Full,24,4492.0,4492.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,4550.46,08/26/2021
822886,1630388205,07/30/2020,CLV COUNSELING,2460 W 26TH AVE SUITE C-465,80211,10/21/2021,Paid in Full,60,4487.0,4487.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4536.54,09/08/2021
822896,9638098104,07/28/2020,AVILA'S HARDWOOD FLOOR INC,5464 MALAYA STREET,80249-8571,,Exemption 4,60,4487.0,4487.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,4560.27,03/21/2022
822915,7492657706,05/01/2020,"KAINRIOS IMMIGRATION, LLC",901 10TH AVE W,80204,10/15/2021,Paid in Full,24,4481.0,4481.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4541.24,09/02/2021
822920,4010147700,05/01/2020,AIGNER CLARK LLC,2555 S ADAMS ST,80210,07/13/2021,Paid in Full,24,4480.0,4480.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4529.71,06/17/2021
822944,3218728208,08/04/2020,Z CHINA TOURS LLC,608 S BROADWAY,80209-4004,05/22/2021,Paid in Full,60,4475.0,4475.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4506.43,04/21/2021
823016,5780897300,04/30/2020,CRY BABY RANCH,1419 LARIMER ST,80202,,Exemption 4,60,4455.0,4455.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Non-Profit Organization,Female Owned,Non-Veteran,,
823053,3249668206,08/04/2020,BRADLEY WELLENS LAW LLC,1114 RACE STREET,80206-2809,05/12/2021,Paid in Full,60,4446.0,4446.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,4476.45,04/15/2021
823055,4766257404,05/11/2020,FIRST DENVER LIMO,5158 SHERMAN ST,80216,06/10/2021,Paid in Full,24,4446.0,4446.0,0.0,U,Existing or more than 2 years old,CO-01,3.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4492.17,05/27/2021
823065,6876607805,06/02/2020,SARA ELIZABETH ROSENTHAL,753 UNIVERSITY BLVD S,80209,02/25/2021,Paid in Full,24,4445.0,4445.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Independent Contractors,Unanswered,Unanswered,4471.3,01/08/2021
823133,7581748108,07/23/2020,RANEE SHENOI MD LLC,1776 S. JACKSON STREET SUITE 840,80210-3800,06/10/2021,Paid in Full,60,4429.0,4429.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4464.67,05/21/2021
823149,5466977302,04/30/2020,LIZA OLSON,618 VINE ST S,80209,01/22/2021,Paid in Full,24,4426.0,4426.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4453.91,12/15/2020
823170,4553837702,05/01/2020,COLORADO ARTISAN CENTER LLC,1512 LARIMER ST STE 17R,80202,04/10/2021,Paid in Full,24,4420.0,4420.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,4459.72,03/31/2021
823189,2419597702,05/01/2020,FESTIVATE LLC,1901 N Grant St #1011,80203,06/24/2021,Paid in Full,24,4415.0,4415.0,0.0,U,New Business or 2 years or less,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4458.75,05/03/2021
823220,1023517405,05/03/2020,DRISCOLL LAW LLC,455 SHERMAN #100,80203,10/20/2021,Paid in Full,24,4408.0,4408.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4465.97,09/07/2021
823237,2188207910,06/11/2020,DEBORAH ROHAN SCHLUETER,345 FILLMORE ST,80206-4300,08/17/2021,Paid in Full,60,4405.0,4405.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Independent Contractors,Unanswered,Unanswered,4452.84,07/09/2021
823255,1262477403,05/04/2020,KORU INVESTORS LLC,2716 MEADE ST,80211-4077,02/23/2021,Paid in Full,24,4400.0,4400.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4431.34,01/25/2021
823263,2287557306,04/29/2020,MB REAL ESTATE PROS,201 S. Humboldt St,80209,07/20/2021,Paid in Full,24,4400.0,4400.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,4452.07,07/02/2021
823290,5286268202,08/07/2020,"PLATINUM PLATES FITNESS, LLC",4512 GRANT ST,80216-3515,04/07/2021,Paid in Full,60,4400.0,4400.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,4425.3,03/10/2021
823293,5354737306,04/30/2020,DENVER AREA SERVICE CENTER INC.,"6000 E Evans Ave, Ste 3-317",80222,09/10/2020,Paid in Full,24,4400.0,4400.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Non-Profit Organization,Unanswered,Unanswered,,
823303,6191777110,04/14/2020,CUSTOM ACCOUNTING SOLUTIONS LLC,910 16TH ST,80202,03/23/2021,Paid in Full,24,4400.0,4400.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,2412.87,10/27/2020
823340,9067597209,04/28/2020,TAO OF BOXING,1075 CLARKSON ST,80218-2733,01/16/2021,Paid in Full,24,4400.0,4400.0,0.0,U,Existing or more than 2 years old,CO-01,8.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4427.61,12/23/2020
823366,6973007706,05/01/2020,THE ROOT ACUPUNCTURE,1842 S MARION ST,80210-3221,07/22/2021,Paid in Full,24,4395.0,4395.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4436.06,04/15/2021
823376,6452407408,05/14/2020,"HER MANY VOICES, LLC",160 S. Monaco Pkwy Ste 7302,80224,09/16/2021,Paid in Full,24,4393.96,4393.96,0.0,U,Existing or more than 2 years old,CO-01,1.0,American Indian or Alaska Native,Unknown/NotStated,Limited  Liability Company(LLC),Female Owned,Unanswered,4419.12,12/22/2020
823388,2586427705,05/01/2020,FERGUSONCHIROPRACTIC LLC,3993 ELATI ST,80216,06/24/2021,Paid in Full,24,4390.0,4390.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4434.81,05/12/2021
823412,2168567404,05/05/2020,DAVID R HUSKEY DDS,2480 S. DOWNING STREET SUITE 200,80210,05/13/2021,Paid in Full,24,4386.0,4386.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Male Owned,Unanswered,4423.85,04/02/2021
823420,1374507709,05/01/2020,SCHAFER INSURANCE AGENCY LLC,2445 S JACKSON ST,80210,11/19/2021,Paid in Full,24,4382.0,4382.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4446.06,10/21/2021
823444,6330397801,06/01/2020,"LIGHTHOUSE ACCOUNTING AND TAX SERVICES, INC",8119 W EASTMAN PL UNIT 06-206,80227,07/22/2021,Paid in Full,24,4377.0,4377.0,0.0,U,Existing or more than 2 years old,CO-07,1.0,White,Not Hispanic or Latino,Corporation,Female Owned,Non-Veteran,4422.99,06/24/2021
823468,3795127405,05/08/2020,"FALEIDE ARCHITECTURE, PC",972 GILPIN ST S,80209,01/22/2021,Paid in Full,24,4375.0,4375.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,4400.76,12/10/2020
823495,6510728002,06/30/2020,SYNERGY DAY SALON AND SPA,729 E. 17TH AVE,80203-1404,11/19/2020,Paid in Full,60,4375.0,4375.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,White,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,4389.98,11/12/2020
823522,9487467201,04/28/2020,"ELLIMAR, INC",9712 East 35TH AVE,80238-2941,01/15/2021,Paid in Full,24,4375.0,4375.0,0.0,U,New Business or 2 years or less,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,3393.47,11/20/2020
823527,1168148202,07/29/2020,CASSY HUIDOBRO LLC,445 N Broadway,80203-3403,02/06/2021,Paid in Full,60,4727.0,4373.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,4389.51,12/28/2020
823551,2850967703,05/01/2020,CHRIS SCHULTZ FITNESS LLC,70 S PENNSYLVANIA ST,80209,11/19/2021,Paid in Full,24,4365.0,4365.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,4426.19,09/29/2021
823552,6817407804,06/02/2020,"DAVID L. DAHLHAUSER, D.C., P.C.",2121 S ONEIDA ST Ste 310,80224-2500,07/22/2021,Paid in Full,24,4365.0,4365.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Corporation,Unanswered,Unanswered,4410.23,06/17/2021
823734,5184618210,08/07/2020,ARETE THEATRICS LLC,1819 E 25th Ave,80205-5547,02/06/2021,Paid in Full,60,4325.0,4325.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4342.77,01/12/2021
823739,2759797405,05/06/2020,MTYBEE ELECTRIC LLC,7570 LAFAYETTE ST,80229,10/14/2021,Paid in Full,24,4324.0,4324.0,0.0,U,Existing or more than 2 years old,CO-07,3.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4382.25,09/09/2021
823747,4621808703,04/01/2021,GABRIEL THAXTON,6495 HAPPY RD E 162,80237,,Exemption 4,60,830.0,4322.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Independent Contractors,Unanswered,Unanswered,,
823771,4539358406,02/06/2021,BRYAN PULTE,7808 CHERRY DR E,80231,01/15/2022,Paid in Full,60,4317.0,4317.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,White,Not Hispanic or Latino,Sole Proprietorship,Male Owned,Non-Veteran,4353.69,12/16/2021
823773,5328228200,08/07/2020,SON TOP LLC,2210 KEARNEY ST,80207-3922,04/07/2021,Paid in Full,60,4317.0,4317.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Asian,Not Hispanic or Latino,Limited Liability Partnership,Female Owned,Non-Veteran,4343.14,03/24/2021
823796,2885678401,02/04/2021,ALI M ADEN,600 S DAYTON ST APT10-308,80247,01/20/2022,Paid in Full,60,4309.0,4309.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,4346.46,12/16/2021
823805,6634707405,05/15/2020,"PRAIRIE WEST DESIGN, INC",4880 IRONTON ST UNIT D,80239,08/19/2021,Paid in Full,24,4307.0,4307.0,0.0,U,Unanswered,CO-01,5.0,Unanswered,Unknown/NotStated,Subchapter S Corporation,Unanswered,Unanswered,4356.44,07/14/2021
823826,1143157409,05/04/2020,CORINA L REMER DBA COWGIRL LEMONADE,4472 SHERMAN ST,80216,05/20/2021,Paid in Full,24,4300.0,4300.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,4338.86,04/05/2021
823847,3094597109,04/11/2020,FLAMENCO DENVER,821 FOX ST,80204-4544,05/18/2021,Paid in Full,24,5800.0,4300.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Non-Profit Organization,Female Owned,Unanswered,4342.76,04/15/2021
823857,3838367310,04/29/2020,"KAREN HOGLUND PHOTOGRAPHY, LLC",1325 ELIZABETH ST S,80210,01/22/2021,Paid in Full,24,4300.0,4300.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4324.13,11/20/2020
823861,4116767304,04/29/2020,VIA ALBA INC,3600 E 40th Ave,80205,06/12/2021,Paid in Full,24,4300.0,4300.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,White,Not Hispanic or Latino,Subchapter S Corporation,Male Owned,Non-Veteran,4343.12,05/04/2021
823902,7648187301,04/30/2020,PAMELA S ROTWEIN DDS,695 S. Colorado Blvd #265,80246-8012,07/09/2021,Paid in Full,24,4300.0,4300.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Sole Proprietorship,Unanswered,Unanswered,4347.18,06/08/2021
823915,8820947007,04/08/2020,LARRY ANDERSEN PROPERTIES LLC,3550 E 2ND AVE,80206-5502,05/18/2021,Paid in Full,24,4300.0,4300.0,0.0,U,Existing or more than 2 years old,CO-01,1.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4344.55,04/29/2021
823971,7010728000,06/30/2020,CABRAL LAW FIRM PC,"1777 S. Harrison Street, #801",80210-3905,05/20/2021,Paid in Full,60,4290.0,4290.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Hispanic or Latino,Corporation,Male Owned,Non-Veteran,4316.8,03/08/2021
823989,4400287800,05/28/2020,BADGER DRIVING SCHOOL,2680 MAGNOLIA ST,80207-3506,07/13/2021,Paid in Full,24,4285.0,4285.0,0.0,U,Existing or more than 2 years old,CO-01,2.0,Unanswered,Unknown/NotStated,Limited  Liability Company(LLC),Unanswered,Unanswered,4328.32,06/03/2021
