,LoanNumber,DateApproved,BorrowerName,BorrowerAddress,BorrowerZip,LoanStatusDate,LoanStatus,Term,InitialApprovalAmount,BusinessAgeDescription,CD,JobsReported,Race,Ethnicity,BusinessType,Gender,Veteran,ForgivenessDate,category_title,rating,review_count,lat,lon,Yelp_Category
1079,3614558806,4/15/2021,BAGHDAD RESTAURANT,2410 S Colorado Blvd,80222,3/18/2022,Paid in Full,60,15556.0,Existing or more than 2 years old,CO-01,1.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,2/22/2022,"Middle Eastern, Mediterranean, ",4.5,66,39.672857,-104.940387,Restaurants
1080,7603887208,4/28/2020,INNERPASSCH,16605 Albion St Ste 334,80222,7/17/2021,Paid in Full,24,15500.0,Existing or more than 2 years old,CO-01,1.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Veteran,6/17/2021,"Career Counseling, ",5.0,24,39.67134,-104.93679,Professional Services
1081,4509407705,5/1/2020,WOODY DENTAL,5989 EAST COLFAX AVE,80220,11/19/2021,Paid in Full,24,15399.0,New Business or 2 years or less,CO-01,3.0,,,Limited  Liability Company(LLC),,,10/6/2021,"General Dentistry, Oral Surgeons, Prosthodontists, ",5.0,7,39.74031,-104.91916,Health
1082,3678557210,4/27/2020,URBAN PUMP,510 S. Corona St,80209,7/10/2021,Paid in Full,24,15350.0,Existing or more than 2 years old,CO-01,2.0,,,Limited  Liability Company(LLC),Female Owned,,6/18/2021,"Trainers, Nutritionists, ",5.0,7,39.763853,-104.9601,Health
1083,2673767308,4/29/2020,ALLEN FAMILY LAW FIRM,3200 CHERRY DR E,80209,1/22/2021,Paid in Full,24,15207.0,Existing or more than 2 years old,CO-01,1.0,,,Corporation,,,12/9/2020,"Divorce & Family Law, Mediators, Wills, Trusts, & Probates, ",3.0,2,39.7115445,-104.9491048,Professional Services
1084,2098198204,7/31/2020,BFF PET PAINTINGS BY DAVID KENNETT,2435 CALIFORNIA STREET,80205,6/11/2021,Paid in Full,60,15133.0,Existing or more than 2 years old,CO-01,1.0,,,Limited  Liability Company(LLC),,,5/24/2021,"Commissioned Artists, ",5.0,3,39.70474959,-104.9227597,Professional Services
1085,9118668606,3/25/2021,BFF PET PAINTINGS BY DAVID KENNETT,2435 California St,80205,1/12/2022,Paid in Full,60,15132.0,Existing or more than 2 years old,CO-01,1.0,,,Limited  Liability Company(LLC),,,12/14/2021,"Commissioned Artists, ",5.0,3,39.70474959,-104.9227597,Professional Services
1086,4611257301,4/29/2020,DENVER FAMILY INSTITUTE,"3600 S YOSEMITE ST, #1050",80237,3/20/2021,Paid in Full,24,15100.0,Existing or more than 2 years old,CO-01,19.0,,,Professional Association,,,12/28/2020,"Counseling & Mental Health, ",2.5,3,39.65087509,-104.8837051,Health
1087,9434648907,5/12/2021,PIZZA EXPRESS,2700 E Colfax Ave,80206,12/18/2021,Paid in Full,60,24420.0,Existing or more than 2 years old,CO-01,1.0,,,Sole Proprietorship,,,11/10/2021,"Pizza, ",3.5,19,39.73991,-104.95489,Restaurants
1088,1756877405,5/4/2020,PIZZA EXPRESS,2700 EAST COLFAX AVE,80206,7/15/2021,Paid in Full,24,6900.0,Existing or more than 2 years old,CO-01,2.0,,,Sole Proprietorship,,,6/16/2021,"Pizza, ",3.5,19,39.73991,-104.95489,Restaurants
1089,1468598003,6/22/2020,MARY GALLAGHER CPA,"1720 S BELLAIRE ST, SUITE 325",80222,5/21/2021,Paid in Full,60,15035.0,Existing or more than 2 years old,CO-01,1.0,,,Limited  Liability Company(LLC),,,3/30/2021,"Tax Services, Accountants, Payroll Services, ",4.0,10,39.68529611,-104.9369772,Financial Services
1090,6089369003,5/22/2021,THE DIVA DEN SALON,15555 E 40th Ave Unit 25,80239,3/22/2022,Paid in Full,60,15022.0,Existing or more than 2 years old,CO-01,1.0,Black or African American,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,11/29/2021,"Hair Stylists, Hair Extensions, Waxing, ",3.0,10,39.655919,-104.867409,Hair Salon
1091,1674857809,5/21/2020,THE DIVA DEN SALON,10200 GIRARD AVE E,80231,5/21/2021,Paid in Full,24,5920.0,Existing or more than 2 years old,CO-01,1.0,Black or African American,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,4/2/2021,"Hair Stylists, Hair Extensions, Waxing, ",3.0,10,39.655919,-104.867409,Hair Salon
1092,7712247007,4/8/2020,PALLAVICINI,GRANT ST,80209,6/12/2021,Paid in Full,24,15000.0,Existing or more than 2 years old,CO-01,1.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,5/13/2021,"Business Consulting, Commercial Real Estate, Real Estate Agents, ",5.0,1,39.70661,-104.96406,Real Estate
1093,8955968409,2/14/2021,PALLAVICINI,645 S Grant St,80209,1/6/2022,Paid in Full,60,15000.0,Existing or more than 2 years old,CO-01,1.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,12/2/2021,"Business Consulting, Commercial Real Estate, Real Estate Agents, ",5.0,1,39.70661,-104.96406,Real Estate
1094,2782297700,5/1/2020,MULTI-MEDICINE,7535 E HAMPDEN AVE STE 405,80231,4/23/2021,Paid in Full,24,14967.0,New Business or 2 years or less,CO-01,1.0,White,Not Hispanic or Latino,Subchapter S Corporation,Male Owned,Non-Veteran,3/29/2021,"Family Practice, Physical Therapy, Chiropractors, ",5.0,1,39.655622,-104.902924,Health
1095,5313407305,4/30/2020,AXUM RESTAURANT,9633 E 5TH AVE 10 306,80230,10/14/2021,Paid in Full,24,14885.0,Existing or more than 2 years old,CO-01,3.0,Black or African American,Not Hispanic or Latino,Subchapter S Corporation,Female Owned,Non-Veteran,9/2/2021,"Ethiopian, ",4.0,188,39.74043,-104.92308,Restaurants
1096,2723137306,4/29/2020,MONDO SOLUTIONS,1255 Ogden Street #207,80218,2/6/2021,Paid in Full,24,14853.0,Existing or more than 2 years old,CO-01,5.0,,,Limited  Liability Company(LLC),,,1/28/2021,"IT Services & Computer Repair, Graphic Design, Web Design, ",5.0,1,39.73751068,-104.9719009,Professional Services
1097,5192627402,5/11/2020,IMAGE OPTICS,4545 E 9th Ave,80220,9/21/2021,Paid in Full,24,14750.0,Existing or more than 2 years old,CO-01,2.0,,,Subchapter S Corporation,,,8/24/2021,"Eyewear & Opticians, Ophthalmologists, Laser Eye Surgery/Lasik, ",4.0,1,39.73128,-104.93467,Health
1098,1510447710,5/1/2020,TERRY HILDEBRANDT AND ASSOCIATES,930 ACOMA ST UNIT 214,80204,5/22/2021,Paid in Full,24,14582.0,Existing or more than 2 years old,CO-01,1.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,4/20/2021,"Life Coach, Business Consulting, ",5.0,1,39.73094,-104.98867,Professional Services
1099,9313558407,2/16/2021,TERRY HILDEBRANDT AND ASSOCIATES,930 Acoma St Unit 214,80204,11/19/2021,Paid in Full,60,14582.0,Existing or more than 2 years old,CO-01,1.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,9/29/2021,"Life Coach, Business Consulting, ",5.0,1,39.73094,-104.98867,Professional Services
1100,7331297704,5/1/2020,ADORNMENTS,2826 3RD AVE E,80206,3/20/2021,Paid in Full,24,14582.0,New Business or 2 years or less,CO-01,5.0,,,Limited  Liability Company(LLC),,,12/10/2020,"Women's Clothing, Accessories, Jewelry, ",3.0,4,39.72075,-104.95387,Fashion
1101,1654257406,5/4/2020,ALLUVION AESTHETICS,"1730 Blake Street, Suite B30",80202,12/18/2020,Paid in Full,60,14500.0,Existing or more than 2 years old,CO-01,1.0,,,Limited  Liability Company(LLC),,,11/12/2020,"Medical Spas, Skin Care, ",5.0,13,39.75161,-104.99732,Health
1102,7793437801,6/4/2020,MAVRICK STUDIO SALON,626 E KENTUCKY AVE,80209,5/12/2021,Paid in Full,24,13997.07,Existing or more than 2 years old,CO-01,1.0,,,Sole Proprietorship,,,4/13/2021,"Hair Extensions, Makeup Artists, ",5.0,9,39.70013,-104.97973,Hair Salon
1103,6017538403,2/9/2021,BELVISO,1715 Stout St,80202,10/6/2021,Paid in Full,60,13922.0,Existing or more than 2 years old,CO-01,1.0,,,Sole Proprietorship,Female Owned,Non-Veteran,9/27/2021,"Makeup Artists, Hair Extensions, Eyelash Service, ",4.0,19,39.7471112,-104.9917574,Hair Salon
1104,1457628701,3/27/2021,HELIOS,1550 Larimer St # 1042,80202,8/17/2021,Paid in Full,60,13807.0,Existing or more than 2 years old,CO-01,1.0,,,Limited  Liability Company(LLC),,,7/27/2021,"Apartments, ",2.0,5,39.62471,-104.89602,Real Estate
1105,5618337309,4/30/2020,HELIOS,8823 55TH AVE E,80238,3/20/2021,Paid in Full,24,12500.0,New Business or 2 years or less,CO-01,1.0,,,Limited  Liability Company(LLC),,,11/19/2020,"Apartments, ",2.0,5,39.62471,-104.89602,Real Estate
1106,2912777701,5/1/2020,ROOTNSELING,50 S STEELE ST STE 810,80209,6/24/2021,Paid in Full,24,13757.0,Existing or more than 2 years old,CO-01,1.0,,,Corporation,,,5/17/2021,"Counseling & Mental Health, ",5.0,2,39.715411,-104.949586,Health
1107,8252747301,5/1/2020,PRECISION EMPOWERED HEALTH,2839 Wyandot St,80211,8/11/2021,Paid in Full,24,13702.0,Existing or more than 2 years old,CO-01,2.0,,,Corporation,,,7/13/2021,"Nutritionists, ",5.0,4,39.7594927,-105.025926,Health
1108,3217278507,2/23/2021,PRECISION EMPOWERED HEALTH,2949 Federal Blvd Unit 206,80211,,Exemption 4,60,13600.0,Existing or more than 2 years old,CO-01,3.0,,,Corporation,,,,"Nutritionists, ",5.0,4,39.7594927,-105.025926,Health
1109,6947318403,2/11/2021,SALON THEORY,2220 E Tennessee Ave,80209,11/6/2021,Paid in Full,60,13700.0,Existing or more than 2 years old,CO-01,6.0,,,Limited  Liability Company(LLC),Female Owned,Non-Veteran,10/29/2021,"Hair Salons, Nail Salons, Skin Care, ",4.5,9,39.6983,-104.96134,Hair Salon
1110,8835027005,4/8/2020,SALON THEORY,2220 E TENNESSEE AVE,80209,6/12/2021,Paid in Full,24,13700.0,Existing or more than 2 years old,CO-01,6.0,,,Limited  Liability Company(LLC),Female Owned,Non-Veteran,5/4/2021,"Hair Salons, Nail Salons, Skin Care, ",4.5,9,39.6983,-104.96134,Hair Salon
1111,7914327702,5/1/2020,MODERN HAIR DESIGN,1007-1011 S Federal Blvd,80219,,Exemption 4,24,13700.0,Existing or more than 2 years old,CO-01,3.0,,,Corporation,,,2/10/2021,"Hair Salons, ",3.5,2,39.698222,-105.025491,Hair Salon
1112,8233957103,4/15/2020,INTERIOR INTUITIONS,288 Clayton St,80206,6/16/2021,Paid in Full,24,13700.0,Existing or more than 2 years old,CO-01,1.0,,,Sole Proprietorship,Male Owned,Non-Veteran,5/13/2021,"Architects, Interior Design, Kitchen & Bath, ",1.0,3,39.72077,-104.95564,Professional Services
1113,1221129007,5/13/2021,ELEVATE MASSAGE,2455 W 32nd Ave Apt 16,80211,11/23/2021,Paid in Full,60,13623.0,Existing or more than 2 years old,CO-01,1.0,White,Not Hispanic or Latino,Corporation,Female Owned,Non-Veteran,9/20/2021,"Massage Therapy, ",5.0,1,39.76443,-105.01661,Health
1114,5655547105,4/13/2020,CUNNINGHAM CLINIC,745 S Gaylord St,80209,12/18/2020,Paid in Full,60,13600.0,New Business or 2 years or less,CO-01,3.0,,,Limited  Liability Company(LLC),,,12/10/2020,"Medical Spas, Skin Care, ",5.0,6,39.70409516,-104.9411872,Health
1115,8270448610,3/24/2021,DO OR DYE,1725 W Burlington Pl,80221,11/17/2021,Paid in Full,60,13573.33,Existing or more than 2 years old,CO-01,1.0,White,Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,10/25/2021,"Waxing, Hair Salons, ",5.0,4,39.9303,-105.01544,Hair Salon
1116,1859048500,2/19/2021,CIVIL RIGHTS LITIGATION GROUP,1543 Champa St Ste 400,80202,10/6/2021,Paid in Full,60,13500.0,Existing or more than 2 years old,CO-01,1.0,,,Subchapter S Corporation,,,9/1/2021,"Employment Law, ",5.0,2,39.74627732,-104.9948431,Professional Services
1117,7078497308,4/30/2020,CIVIL RIGHTS LITIGATION GROUP,"1543 Champa St., Ste 400",80202,5/18/2021,Paid in Full,24,13500.0,Existing or more than 2 years old,CO-01,1.0,,,Subchapter S Corporation,,,4/15/2021,"Employment Law, ",5.0,2,39.74627732,-104.9948431,Professional Services
1118,1317677402,5/4/2020,SWEET RICE CAFE,942 JERSEY ST,80220,3/10/2021,Paid in Full,24,13250.0,Existing or more than 2 years old,CO-01,3.0,,,Subchapter S Corporation,,,2/4/2021,"Chinese, ",3.5,73,39.7312802,-104.9190926,Restaurants
1119,4080617803,5/27/2020,BLACK ORCHID STUDIO,2134 Curtis St unit 201,80205,3/23/2022,Paid in Full,24,13126.0,New Business or 2 years or less,CO-01,1.0,,,Self-Employed Individuals,,,1/8/2021,"Hair Salons, ",4.5,10,39.75209,-104.98796,Hair Salon
1120,1497187404,5/4/2020,COUNSELING CENTER OF CHERRY CREEK,323 Detroit St.,80206,5/15/2021,Paid in Full,24,13125.0,Existing or more than 2 years old,CO-01,3.0,,,Limited  Liability Company(LLC),,,4/28/2021,"Counseling & Mental Health, ",5.0,4,39.6989141,-104.9332096,Health
1121,5687588303,1/25/2021,COUNSELING CENTER OF CHERRY CREEK,323 Detroit St,80206,9/28/2021,Paid in Full,60,10895.0,Existing or more than 2 years old,CO-01,3.0,,,Limited  Liability Company(LLC),,,8/24/2021,"Counseling & Mental Health, ",5.0,4,39.6989141,-104.9332096,Health
1122,3761258407,2/5/2021,COBBLERS PLUS,8000 E Quincy Ave Unit 800,80237,,Exemption 4,60,13125.0,Existing or more than 2 years old,CO-01,2.0,,,Subchapter S Corporation,,,,"Shoe Repair, Shoe Shine, Accessories, ",4.5,52,39.637413,-104.897285,Fashion
1123,7876337703,5/1/2020,PREMIER MOUNTAIN INSURANCE,1100 S Shoshone St,80223,4/23/2021,Paid in Full,60,13100.0,New Business or 2 years or less,CO-01,4.0,,,Limited  Liability Company(LLC),,,10/15/2020,"Home & Rental Insurance, Auto Insurance, Life Insurance, ",4.5,9,39.57098,-105.12982,Financial Services
1124,3180797106,4/11/2020,RAZRGROUP,2601 W 39th Avenue,80211,6/12/2021,Paid in Full,24,23000.0,Existing or more than 2 years old,CO-01,2.0,,,Corporation,,,5/25/2021,"Real Estate Agents, ",5.0,1,39.7497035,-105.0225475,Real Estate
1125,8567248403,2/13/2021,AK STUDIO,931 E 6th Ave,80218,8/10/2021,Paid in Full,60,13000.0,Existing or more than 2 years old,CO-01,2.0,,,Subchapter S Corporation,Female Owned,Non-Veteran,7/8/2021,"Hair Salons, Makeup Artists, ",5.0,9,39.7257617,-104.9757179,Hair Salon
1126,8999747201,4/28/2020,AK STUDIO,931 E 6th Ave,80218,5/18/2021,Paid in Full,24,13000.0,Existing or more than 2 years old,CO-01,2.0,,,Subchapter S Corporation,Female Owned,Non-Veteran,4/22/2021,"Hair Salons, Makeup Artists, ",5.0,9,39.7257617,-104.9757179,Hair Salon
1127,8762757707,5/1/2020,PERPETUAL HEALTH,1430 Albion St,80220,3/19/2021,Paid in Full,24,13000.0,Existing or more than 2 years old,CO-01,1.0,,,Limited  Liability Company(LLC),,,11/10/2020,"Trainers, Massage Therapy, ",5.0,54,39.74868,-104.99454,Health
1128,2531768309,1/21/2021,PERPETUAL HEALTH,3200 W Colfax Ave Apt 264,80204,8/19/2021,Paid in Full,60,12598.0,Existing or more than 2 years old,CO-01,1.0,,,Limited  Liability Company(LLC),,,7/13/2021,"Trainers, Massage Therapy, ",5.0,54,39.74868,-104.99454,Health
1129,2260547401,5/5/2020,DENVER UPPER CERVICAL CHIROPRACTIC,400 South Colorado Boulevard 430,80246,3/19/2021,Paid in Full,24,12965.0,,CO-01,2.0,,,Corporation,,,12/17/2020,"Chiropractors, ",5.0,12,39.7094499,-104.93951,Health
1130,3743868409,2/5/2021,DENVER UPPER CERVICAL CHIROPRACTIC,400 S Colorado Blvd Ste 430,80246,3/19/2022,Paid in Full,60,12965.0,Existing or more than 2 years old,CO-01,2.0,,,Corporation,,,11/17/2021,"Chiropractors, ",5.0,12,39.7094499,-104.93951,Health
1131,7197267301,4/30/2020,OSAGE CAFE,1099 Osage St.,80204,6/12/2021,Paid in Full,24,12900.0,Existing or more than 2 years old,CO-01,2.0,,,Limited  Liability Company(LLC),,,5/21/2021,"Cafes, Community Service/Non-Profit, ",4.5,15,39.73341572,-105.0055149,Restaurants
1132,1917638902,4/26/2021,MILE HIGH CITY SLIDERS,3640 Eudora St,80207,2/16/2022,Paid in Full,60,12876.0,Existing or more than 2 years old,CO-01,2.0,,Hispanic or Latino,Corporation,Male Owned,Non-Veteran,1/3/2022,"Food Trucks, American (Traditional), Cajun/Creole, ",4.5,37,39.76226951,-104.9166199,Restaurants
1133,4879317710,5/1/2020,MILE HIGH CITY SLIDERS,3640 EUDORA STREET,80207,5/8/2021,Paid in Full,24,5723.0,Existing or more than 2 years old,CO-01,2.0,White,Not Hispanic or Latino,Corporation,Male Owned,Non-Veteran,4/1/2021,"Food Trucks, American (Traditional), Cajun/Creole, ",4.5,37,39.76226951,-104.9166199,Restaurants
1134,5695627306,4/30/2020,NATURAL FLOW,1739 N. Marion St,80218,2/1/2022,Paid in Full,24,12790.0,New Business or 2 years or less,CO-01,2.0,,,Subchapter S Corporation,,,5/13/2021,"Naturopathic/Holistic, ",4.5,6,39.744041,-104.972473,Health
1135,1097047202,4/15/2020,COLORADO CENTER FORPLES AND FAMILIES,1345 W 66TH AVE,80221,5/6/2021,Paid in Full,24,12600.0,Existing or more than 2 years old,CO-07,2.0,,,Limited  Liability Company(LLC),,,3/3/2021,"Counseling & Mental Health, ",5.0,1,39.650875,-104.883705,Health
1136,1799378001,6/23/2020,GUARANTEED RATE,724 South Pearl Street,80209,8/19/2021,Paid in Full,60,12500.0,,CO-01,1.0,,,Sole Proprietorship,,,7/20/2021,"Mortgage Brokers, ",3.5,13,39.703331,-104.980103,Real Estate
1137,2221358701,3/28/2021,PANGAEA SALON,4924 E Colfax Ave,80220,1/21/2022,Paid in Full,60,12500.0,Existing or more than 2 years old,CO-01,1.0,,,Limited  Liability Company(LLC),,,12/23/2021,"Hair Salons, ",4.5,136,39.740006,-104.9297478,Hair Salon
1138,4807698302,1/23/2021,QUINCEFEE HOUSE,1447 Quince St,80220,,Exemption 4,60,12500.0,Existing or more than 2 years old,CO-01,4.0,,,Limited  Liability Company(LLC),,,,"Coffee & Tea, Desserts, Breakfast & Brunch, ",3.0,26,39.7395721,-104.9025334,Restaurants
1139,4968947103,4/13/2020,URBAN LUXE REAL ESTATE,3060 Larimer St,80205,2/9/2021,Paid in Full,24,12500.0,Existing or more than 2 years old,CO-01,1.0,,,Corporation,,,12/17/2020,"Real Estate Services, Real Estate Agents, ",4.0,4,39.762901,-104.979225,Real Estate
1140,5762278610,3/20/2021,REVIVE SKINFX,7900 E Union Ave Ste 330,80237,10/9/2021,Paid in Full,60,12500.0,Existing or more than 2 years old,CO-01,1.0,,,Limited  Liability Company(LLC),,,9/29/2021,"Skin Care, Medical Spas, ",5.0,7,39.6277427,-104.895953,Health
1141,6601278810,4/20/2021,HEART 2 HEART 4 SENIORS,9725 E Hampden Ave Ste 100,80231,12/8/2021,Paid in Full,60,12500.0,Existing or more than 2 years old,CO-01,1.0,White,Not Hispanic or Latino,Single Member LLC,Female Owned,Non-Veteran,11/24/2021,"Skilled Nursing, Assisted Living Facilities, Retirement Homes, ",3.0,2,39.65374,-104.87508,Health
1142,6549468407,2/10/2021,IMPACT HEALING,2121 S Oneida St Ste 636,80224,2/12/2022,Paid in Full,60,12440.0,Existing or more than 2 years old,CO-01,2.0,,,Subchapter S Corporation,,,10/20/2021,"Acupuncture, Sports Medicine, Allergists, ",5.0,2,39.6773288,-104.9088599,Health
1143,2392897109,4/10/2020,IMPACT HEALING,2121 S Oneida st,80224,6/24/2021,Paid in Full,24,12407.0,,CO-01,1.0,,,Subchapter S Corporation,,,5/11/2021,"Acupuncture, Sports Medicine, Allergists, ",5.0,2,39.6773288,-104.9088599,Health
1144,7689257000,4/8/2020,BEAUTYKIT STUDIO,4970 ELIOT ST,80221,6/12/2021,Paid in Full,24,12400.0,New Business or 2 years or less,CO-01,8.0,,,Limited  Liability Company(LLC),,,5/27/2021,"Hair Salons, Makeup Artists, Spray Tanning, ",4.0,12,39.7766949,-105.0118765,Hair Salon
1145,6780388900,5/3/2021,TASTE OF INDIA,901 S Oneida St,80224,,Exemption 4,60,12375.0,Existing or more than 2 years old,CO-01,3.0,Asian,,Subchapter S Corporation,Male Owned,Non-Veteran,,"Indian, Himalayan/Nepalese, ",3.5,95,39.7000008,-104.9085083,Restaurants
1146,2026008009,6/23/2020,HEALTHY NEST NUTRITION,"825 E Speer Blvd, Suite 202",80218,6/12/2021,Paid in Full,60,12300.0,Existing or more than 2 years old,CO-01,1.0,,,Limited  Liability Company(LLC),,,5/13/2021,"Nutritionists, Weight Loss Centers, ",5.0,16,39.7199468,-104.9766513,Health
1147,5954457407,5/13/2020,DENVER BOULDER REAL ESTATE,4332 8TH AVE E,80220,5/25/2021,Paid in Full,24,12290.0,Existing or more than 2 years old,CO-01,1.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Female Owned,Non-Veteran,4/27/2021,"Real Estate Services, ",5.0,6,39.7290382,-104.9363403,Real Estate
1148,2792967105,4/11/2020,1149 FOOT MASSAGE,1149 S Federal Blvd,80219,8/20/2021,Paid in Full,24,12267.0,,CO-01,5.0,,,Limited  Liability Company(LLC),,,7/13/2021,"Massage Therapy, ",4.0,28,39.6959212,-105.025078,Health
1149,6453487009,4/6/2020,THERESA ZORDAN,453 Galapago St,80204,6/12/2021,Paid in Full,24,12200.0,New Business or 2 years or less,CO-01,1.0,,,Limited  Liability Company(LLC),,,5/27/2021,"Massage Therapy, ",5.0,10,39.6854883,-104.9806654,Health
1150,3674638405,2/5/2021,DENVER HAIR DESIGN,702 E Speer Blvd,80203,7/9/2021,Paid in Full,60,12145.0,Existing or more than 2 years old,CO-01,1.0,White,Not Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,6/23/2021,"Hair Salons, Makeup Artists, Waxing, ",4.0,28,39.7202149,-104.9789847,Hair Salon
1151,1186147308,4/28/2020,MERAKI MOON,3070 BLAKE ST SUITE 100,80205,3/23/2021,Paid in Full,24,11900.0,Existing or more than 2 years old,CO-01,5.0,,,Limited  Liability Company(LLC),,,12/23/2020,"Women's Clothing, Accessories, ",4.5,12,39.7644429,-104.9811946,Fashion
1152,5760078910,4/30/2021,MERAKI MOON,3070 Blake St Ste 100,80205,9/29/2021,Paid in Full,60,10281.0,Existing or more than 2 years old,CO-01,6.0,,,Limited  Liability Company(LLC),Male Owned,Non-Veteran,8/3/2021,"Women's Clothing, Accessories, ",4.5,12,39.7644429,-104.9811946,Fashion
1153,8608718301,1/29/2021,REGAL VINTAGE,1866 S Broadway,80210,,Exemption 4,60,11780.0,Existing or more than 2 years old,CO-01,2.0,,,Limited  Liability Company(LLC),,,,"Used, Vintage & Consignment, Thrift Stores, ",4.0,61,39.68275,-104.98719,Fashion
1154,9457797804,6/8/2020,REGAL VINTAGE,1866 South Broadway,80210,2/9/2022,Paid in Full,60,11780.0,Existing or more than 2 years old,CO-01,2.0,,,Limited  Liability Company(LLC),,,1/4/2022,"Used, Vintage & Consignment, Thrift Stores, ",4.0,61,39.68275,-104.98719,Fashion
1155,7912607100,4/14/2020,ROOTED IN TRADITION,2757 BRYANT ST,80211,12/24/2020,Paid in Full,24,11770.0,Existing or more than 2 years old,CO-01,1.0,,,Limited  Liability Company(LLC),,,11/19/2020,"Acupuncture, Traditional Chinese Medicine, ",5.0,7,39.7571082,-105.0194278,Health
1156,9387928501,3/12/2021,HEAVY ELBOW BODYWORK,1111 BROADWAY  302,80206,10/20/2021,Paid in Full,60,11675.0,Existing or more than 2 years old,CO-01,1.0,Black or African American,,Limited  Liability Company(LLC),Male Owned,,9/20/2021,"Massage Therapy, ",5.0,26,39.73406219,-104.9878387,Health
1157,1340538705,3/27/2021,SAGEWOOD INTERIORS,2345 S Corona St,80210,10/20/2021,Paid in Full,60,11665.0,Existing or more than 2 years old,CO-01,2.0,,,Limited  Liability Company(LLC),,,9/20/2021,"Home Staging, ",5.0,2,39.75633,-105.01999,Real Estate
1158,7427259003,5/25/2021,ELEVATION CREATION,700 N Washington St Apt 605,80203,10/9/2021,Paid in Full,60,11572.27,Existing or more than 2 years old,CO-01,1.0,,Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,9/28/2021,"Web Design, ",5.0,4,39.727715,-104.978419,Professional Services
1159,7570687101,4/14/2020,ELEVATION CREATION,700 N Washington St #605,80203,,Exemption 4,24,10100.0,Existing or more than 2 years old,CO-01,1.0,,Hispanic or Latino,Limited  Liability Company(LLC),Male Owned,Non-Veteran,2/10/2021,"Web Design, ",5.0,4,39.727715,-104.978419,Professional Services
1160,2535308504,2/20/2021,EXPLORE ROLFING,190 E 9th Ave,80203,,Exemption 4,60,11502.0,Existing or more than 2 years old,CO-01,1.0,White,Not Hispanic or Latino,Self-Employed Individuals,Female Owned,Non-Veteran,,"Massage Therapy, ",3.5,6,39.73031,-104.98514,Health
1161,6284778105,7/21/2020,DENVERNSELING GROUP,50 STEELE ST S,80209,6/17/2021,Paid in Full,60,11312.0,Existing or more than 2 years old,CO-01,1.0,,,Limited  Liability Company(LLC),,,5/4/2021,"Counseling & Mental Health, ",5.0,4,39.715452,-104.949511,Health
1162,4777048402,2/6/2021,JUDITH & JOE,3040 Blake St Ste 100,80205,8/10/2021,Paid in Full,60,10140.0,Existing or more than 2 years old,CO-01,8.0,,,Corporation,,,7/16/2021,"Women's Clothing, Men's Clothing, Accessories, ",4.5,16,39.76393,-104.98134,Fashion
1163,7688007004,4/8/2020,JUDITH & JOE,3040 BLAKE ST STE 100,80205,5/18/2021,Paid in Full,24,11300.0,Existing or more than 2 years old,CO-01,8.0,,,Corporation,Female Owned,,4/26/2021,"Women's Clothing, Men's Clothing, Accessories, ",4.5,16,39.76393,-104.98134,Fashion
1164,2798338602,3/15/2021,INNER EVOLUTION FITNESS,4080 S Tamarac Dr,80237,7/16/2021,Paid in Full,60,11264.0,Existing or more than 2 years old,CO-01,1.0,,,Limited  Liability Company(LLC),,,6/15/2021,"Trainers, Nutritionists, Gyms, ",5.0,5,39.64145,-104.89295,Health
1165,7523177708,5/1/2020,ALPHA BACK CHIROPRACTIC,1127 PENNSYLVANIA ST N,80203,10/15/2021,Paid in Full,24,11215.0,Existing or more than 2 years old,CO-01,2.0,,,Limited  Liability Company(LLC),,,9/1/2021,"Chiropractors, ",5.0,1,39.73425,-104.98155,Health
1166,7294557710,5/1/2020,SHINE CHIROPRACTIC,7484 29TH AVE E,80238,5/21/2021,Paid in Full,24,11162.0,Existing or more than 2 years old,CO-01,1.0,,,Limited  Liability Company(LLC),,,4/15/2021,"Chiropractors, ",5.0,16,39.75751365,-104.9008696,Health
1167,3770467308,4/29/2020,HONEYB SALON,4940 W 29TH AVE,80212,6/23/2021,Paid in Full,24,11102.0,Existing or more than 2 years old,CO-01,1.0,,,Sole Proprietorship,,,5/5/2021,"Hair Salons, ",4.0,16,39.7583451,-105.0503296,Hair Salon
1168,3110577703,5/1/2020,BABCOCK STUDIOS,1221 PECOS ST,80204,2/18/2021,Paid in Full,24,11022.0,Existing or more than 2 years old,CO-01,1.0,,,Limited  Liability Company(LLC),,,12/30/2020,"Drama Schools, Video/Film Production, ",5.0,8,39.735693,-105.0068798,Professional Services
